undiff	Monocyte	Neutrophil	Baso	Erythroid	Meg	Mast	Lymphoid	Eos	Neu_Mon	Ccr7_DC	pDC
1493	10	14	9	0	0	0	0	0	0	0	0	0
3195	0	0	0	0	4	0	0	0	0	0	0	0
3885	2	1	0	0	0	0	0	0	0	0	0	0
3544	0	0	4	0	0	0	0	0	0	0	0	0
3474	0	3	6	0	0	0	0	0	0	0	0	0
759	5	0	0	0	0	3	1	0	0	0	0	0
4025	1	6	2	0	0	0	0	0	0	0	0	0
5517	0	2	0	0	0	0	0	0	0	0	0	0
2448	10	0	19	0	0	0	0	0	0	0	0	0
1393	0	0	0	4	0	0	0	0	0	0	0	0
2420	0	0	10	0	0	0	0	0	0	0	0	0
1486	0	0	0	0	0	0	2	0	0	0	0	0
1268	3	0	0	0	0	1	0	0	0	0	0	0
252	1	3	0	0	0	0	0	0	0	1	0	0
5335	4	7	7	0	0	0	0	0	0	0	0	0
1875	2	10	0	0	0	0	0	0	0	0	0	0
120	21	0	0	0	0	0	0	0	0	0	0	0
5330	0	0	6	0	0	0	0	0	0	0	0	0
3335	3	8	0	0	0	0	0	0	0	0	0	0
3567	14	14	2	0	0	0	0	0	0	0	0	0
3659	4	10	1	0	0	0	0	0	0	0	0	0
1833	0	9	0	0	0	0	0	0	0	0	0	0
3473	8	1	20	0	0	0	0	0	0	0	0	0
5031	10	0	0	0	0	0	0	0	0	0	0	0
537	4	0	0	0	1	0	0	0	0	0	0	0
3941	2	0	0	0	0	0	0	0	0	0	0	0
5826	0	3	0	0	0	0	0	0	0	0	0	0
1346	4	0	0	0	0	0	0	0	0	0	0	0
4029	2	8	2	0	0	0	0	0	0	0	0	0
4301	0	0	0	2	0	0	2	0	0	0	0	0
2384	2	0	0	0	1	0	0	0	0	0	0	0
1651	0	0	0	0	3	1	0	0	0	0	0	0
3479	1	7	0	0	0	0	0	0	0	0	0	0
1102	0	0	0	0	0	0	4	0	0	0	0	0
1672	0	0	0	3	0	0	0	0	0	0	0	0
2754	2	0	6	2	0	0	0	0	0	0	0	0
1351	2	0	5	0	0	0	0	0	0	0	0	0
3257	2	0	2	0	0	0	0	0	0	0	0	0
1611	1	0	0	4	0	0	4	0	0	0	0	0
3576	0	0	2	0	0	0	0	0	0	0	0	0
4223	0	0	3	0	0	0	0	0	0	0	0	0
3540	0	0	5	1	0	0	0	0	0	0	0	0
226	2	0	0	0	0	0	0	0	0	0	0	0
2991	2	0	0	0	0	0	0	0	0	0	0	0
4742	4	0	1	0	0	0	0	0	0	0	0	0
190	2	0	6	0	0	0	0	0	0	0	0	0
1151	2	0	0	0	0	0	0	0	0	0	0	0
1349	1	0	0	3	0	0	2	0	0	0	0	0
5601	10	4	0	0	0	0	0	0	0	0	0	0
505	2	1	0	0	1	1	1	0	0	0	0	0
3720	2	0	1	0	0	0	0	0	0	0	0	0
1925	4	0	0	0	2	1	0	0	0	0	0	0
4671	1	0	0	0	0	2	0	0	0	0	0	0
4277	1	0	7	0	0	0	0	0	0	0	0	0
3809	0	0	5	0	0	0	0	0	0	0	0	0
3797	0	2	0	0	0	0	0	0	0	0	0	0
3893	0	1	0	9	0	0	1	0	0	0	0	0
5113	0	4	2	0	0	0	0	0	0	0	0	0
4624	1	0	0	0	0	0	4	0	0	0	0	0
4323	5	5	0	0	0	0	0	0	0	0	0	0
1828	3	0	10	0	0	0	0	0	0	0	0	0
4985	1	2	3	0	0	0	1	0	0	0	0	0
3116	4	0	17	0	0	0	0	0	0	0	0	0
5453	0	0	0	6	0	0	0	0	0	0	0	0
4737	1	8	7	0	0	0	0	0	0	0	0	0
47	0	0	0	11	0	0	0	0	0	0	0	0
240	0	0	2	0	0	0	0	0	1	0	0	0
1452	4	2	5	0	0	0	0	0	0	0	0	0
2876	1	0	0	0	1	4	0	0	0	0	0	0
4033	2	0	2	0	0	0	0	0	0	0	0	0
4340	4	0	0	0	0	0	0	0	0	0	0	0
3024	2	0	5	0	0	0	0	0	0	0	0	0
1327	4	0	1	1	0	0	0	0	0	0	0	0
80	7	4	0	0	0	0	0	0	0	0	0	0
683	4	5	5	0	0	0	0	0	0	0	0	0
2980	4	3	0	0	0	0	0	0	0	0	0	0
5107	0	0	8	0	0	0	0	0	0	0	0	0
4109	0	0	0	0	0	0	5	0	0	0	0	0
2915	2	0	5	0	0	0	0	0	0	0	0	0
3776	1	0	5	0	0	0	0	0	0	0	0	0
5772	1	0	0	1	0	0	0	0	4	0	0	0
2961	0	0	0	0	0	0	6	0	0	0	0	0
3983	0	2	0	0	0	0	0	0	0	0	0	0
1051	0	5	3	0	0	0	0	0	0	0	0	0
5503	10	0	2	0	0	0	0	0	0	0	0	0
4379	1	0	4	0	0	0	0	0	0	0	0	0
1615	0	3	0	0	0	0	0	0	0	0	0	0
5649	5	0	2	0	0	0	0	0	0	0	0	0
5299	1	0	0	0	0	0	1	0	0	0	0	0
3230	1	15	0	0	0	0	0	0	0	0	0	0
783	2	0	0	0	0	1	0	0	0	0	0	0
1870	3	0	2	0	0	0	0	0	0	0	0	0
4463	1	3	4	0	0	0	0	0	0	0	0	0
3402	2	0	0	0	0	1	0	0	0	0	0	0
4697	0	1	0	2	0	0	0	0	0	0	0	0
4963	4	8	0	0	0	0	0	0	0	0	0	0
2076	1	0	0	0	0	0	0	0	3	0	0	0
2916	7	0	0	0	0	1	0	0	0	0	0	0
5510	1	0	0	5	0	0	0	0	0	0	0	0
1626	8	9	0	0	0	0	0	0	0	0	0	0
288	0	0	0	8	0	0	0	0	0	0	0	0
2045	4	0	0	0	1	1	0	0	0	0	0	0
781	1	6	0	0	0	0	0	0	0	0	0	0
3232	1	0	1	0	0	0	0	0	0	0	0	0
3699	3	0	0	0	0	0	0	0	0	0	0	0
351	1	0	0	0	0	2	0	0	0	0	0	0
1782	1	0	4	0	0	0	0	0	0	0	0	0
354	2	8	1	0	0	0	0	0	0	0	0	0
1678	1	0	0	0	2	0	0	0	0	0	0	0
2939	1	3	3	0	0	0	0	0	0	0	0	0
3754	2	0	2	0	0	0	0	0	0	0	0	0
4994	0	2	0	0	0	0	0	0	0	0	0	0
5119	0	0	0	2	0	0	0	0	0	0	0	0
2944	1	13	0	0	0	0	0	0	0	0	0	0
576	0	0	0	0	0	0	2	0	0	0	0	0
945	1	0	0	2	0	0	0	0	0	0	0	0
450	0	2	0	0	0	0	0	0	0	0	0	0
116	2	0	1	0	0	0	0	0	0	0	0	0
5558	0	0	0	0	0	0	2	0	0	0	0	0
87	0	0	2	0	0	0	0	0	0	0	0	0
2976	2	3	0	0	0	0	0	0	0	0	0	0
3348	8	0	0	0	0	0	0	0	0	0	0	0
192	2	0	0	0	0	0	2	0	0	0	0	0
5822	1	1	0	0	0	0	0	0	0	0	0	0
2716	0	0	2	0	0	0	0	0	0	0	0	0
886	1	0	0	6	0	0	0	0	0	0	0	0
1548	1	4	0	0	0	0	0	0	0	0	0	0
644	2	0	0	0	0	0	2	0	0	0	0	0
526	1	0	0	1	0	0	0	0	0	0	0	0
3424	2	0	8	0	0	0	0	0	0	0	0	0
708	0	0	0	4	0	0	0	0	0	0	0	0
1991	0	0	3	0	0	0	0	0	0	0	0	0
5072	2	7	0	0	0	0	0	0	0	0	0	0
2099	2	0	0	0	0	1	0	0	0	0	0	0
5039	3	0	2	0	0	0	0	0	0	0	0	0
3259	0	0	0	2	0	0	0	0	0	0	0	0
4548	0	0	0	3	0	0	0	0	0	0	0	0
1171	1	0	3	0	0	0	0	0	0	0	0	0
5811	0	0	0	0	0	0	3	0	0	0	0	0
3110	2	0	0	2	0	0	0	0	0	0	0	0
4626	0	2	0	0	0	0	0	0	0	0	0	0
2141	3	1	0	0	0	0	0	0	0	0	0	0
698	1	0	0	0	0	3	0	0	0	0	0	0
3389	2	0	0	0	0	1	0	0	0	0	0	0
270	0	0	0	2	0	0	0	0	0	0	0	0
4300	4	0	10	0	0	0	0	0	0	0	0	0
3247	1	0	0	1	0	0	0	0	1	0	0	0
5346	0	0	3	0	0	0	0	0	0	0	0	0
2303	0	0	0	6	0	0	0	0	0	0	0	0
1508	0	2	0	0	0	0	0	0	0	0	0	0
5193	1	0	0	0	0	2	0	0	0	0	0	0
677	0	0	0	1	0	0	1	0	0	0	0	0
2326	0	7	0	0	0	0	0	0	0	0	0	0
5444	3	8	0	0	0	0	0	0	0	0	0	0
617	1	0	0	2	0	0	0	0	0	0	0	0
4920	1	5	0	0	0	0	0	0	0	0	0	0
1600	0	0	0	0	0	2	0	0	0	0	0	0
3207	3	1	5	0	0	0	0	0	0	0	0	0
5683	2	0	0	0	0	1	0	0	0	0	0	0
2414	7	0	0	3	0	0	0	0	1	0	0	0
5349	0	0	10	0	0	0	0	0	0	0	0	0
1113	1	0	5	0	0	0	0	0	0	0	0	0
492	0	0	4	0	0	0	0	0	0	0	0	0
1687	0	0	3	0	0	0	0	0	0	0	0	0
4836	3	0	12	0	0	0	0	0	0	0	0	0
4355	0	1	0	2	0	0	0	0	0	0	0	0
3951	1	0	3	0	0	0	0	0	0	0	0	0
1233	0	0	3	0	0	0	0	0	0	0	0	0
3647	2	0	4	0	0	0	0	0	0	0	0	0
960	5	2	2	0	0	0	0	0	0	0	0	0
481	2	0	0	0	0	0	0	0	0	0	0	0
2983	2	0	4	0	0	0	0	0	0	0	0	0
3512	0	0	9	0	0	0	0	0	0	0	0	0
3305	4	0	0	0	0	0	0	0	0	0	0	0
4153	2	15	0	0	0	0	0	0	0	0	0	0
5165	0	3	3	0	0	0	0	0	0	0	0	0
1974	1	2	0	0	0	0	0	0	0	0	0	0
4211	6	1	6	0	0	0	0	0	0	1	0	0
5317	1	0	1	0	0	0	0	0	0	0	0	0
3668	1	0	3	0	0	0	0	0	0	0	0	0
4499	1	2	0	0	0	0	0	0	0	0	0	0
4757	2	0	3	0	0	1	0	0	0	0	0	0
3169	2	2	0	0	0	0	0	0	0	0	0	0
853	1	0	0	0	0	3	0	0	0	0	0	0
5655	0	0	6	0	0	0	0	0	0	0	0	0
5860	1	0	0	1	0	0	0	0	0	0	0	0
4081	1	0	0	1	0	0	0	0	0	0	0	0
2995	0	3	0	0	0	0	0	0	0	0	0	0
5052	1	0	2	0	0	0	0	0	0	0	0	0
3051	0	0	0	0	0	2	0	0	0	0	0	0
4679	2	0	0	0	0	0	0	0	0	0	0	0
1553	0	0	2	0	0	0	0	0	0	0	0	0
770	1	0	4	0	0	0	0	0	0	0	0	0
3428	1	0	1	0	0	0	0	0	0	0	0	0
767	4	1	2	0	0	0	0	0	0	0	0	0
2385	0	0	9	0	0	0	0	0	0	0	0	0
4173	5	3	0	0	0	0	0	0	0	0	0	0
1082	1	3	0	0	0	0	0	0	0	0	0	0
769	1	0	0	0	0	2	0	0	0	0	0	0
5318	0	0	0	2	0	0	0	0	0	0	0	0
338	2	0	10	0	0	0	0	0	0	0	0	0
1304	1	0	0	0	0	0	5	0	0	0	0	0
371	0	0	3	0	0	0	0	0	0	0	0	0
511	0	0	0	3	0	0	0	0	0	0	0	0
955	1	0	0	2	0	0	0	0	0	0	0	0
3162	6	0	0	0	0	0	0	0	0	0	0	0
1364	4	0	3	0	0	0	0	0	0	0	0	0
568	2	0	0	1	0	0	0	0	0	0	0	0
1000	2	0	2	0	0	0	0	0	0	0	0	0
2485	4	0	1	0	0	0	0	0	0	0	0	0
4605	3	0	0	0	0	1	0	0	0	0	0	0
2079	0	5	0	0	0	0	0	0	0	0	0	0
2567	1	0	3	0	0	0	0	0	0	0	0	0
4227	5	0	0	0	0	0	0	0	0	0	0	0
1106	1	3	2	0	0	0	0	0	0	0	0	0
4057	1	0	8	0	0	0	0	0	0	0	0	0
4693	1	0	3	0	0	0	0	0	0	0	0	0
3439	1	0	0	2	0	0	0	0	0	0	0	0
482	2	2	2	0	0	0	0	0	0	0	0	0
2188	0	0	0	5	0	0	0	0	0	0	0	0
1923	2	0	4	0	0	0	0	0	0	0	0	0
2289	2	7	1	0	0	0	0	0	0	0	0	0
2612	1	0	1	0	0	0	0	0	0	0	0	0
725	2	0	3	0	0	0	0	0	0	0	0	0
720	0	7	1	0	0	0	0	0	0	0	0	0
2128	0	0	6	0	0	0	0	0	0	0	0	0
1722	0	0	8	0	0	0	0	0	0	0	0	0
543	0	0	3	0	0	0	0	0	0	0	0	0
3107	0	0	7	0	0	0	0	0	0	0	0	0
4461	3	0	0	0	0	0	0	0	0	0	0	0
2613	1	0	4	0	0	0	0	0	0	0	0	0
1459	0	7	1	0	0	0	0	0	0	0	0	0
1033	0	0	0	3	0	0	0	0	0	0	0	0
4054	1	0	3	0	0	0	0	0	0	0	0	0
5191	0	2	2	0	0	0	0	0	0	1	0	0
2021	2	0	2	0	0	0	0	0	0	0	0	0
2548	2	0	4	0	0	0	0	0	0	0	0	0
4062	2	0	2	0	0	0	0	0	0	0	0	0
5340	1	2	4	0	0	0	0	0	0	0	0	0
4183	4	0	1	0	0	0	0	0	0	0	0	0
3404	0	0	3	0	0	0	0	0	0	0	0	0
1729	1	1	0	0	0	0	0	0	0	0	0	0
2751	4	0	2	0	0	0	0	0	0	0	0	0
4756	1	5	0	0	0	0	0	0	0	0	0	0
1628	0	1	2	0	0	0	0	0	0	0	0	0
410	2	0	0	0	0	0	0	0	0	0	0	0
2533	1	3	0	0	0	0	0	0	0	0	0	0
2004	0	0	2	0	0	0	0	0	0	0	0	0
5242	1	0	1	0	0	0	0	0	0	0	0	0
3480	3	1	0	0	0	0	0	0	0	0	0	0
1001	2	1	0	0	0	0	0	0	0	0	0	0
738	1	0	5	0	0	0	0	0	0	0	0	0
4944	0	0	4	0	0	0	0	0	0	0	0	0
1785	0	0	0	3	0	0	0	0	0	0	0	0
1221	2	0	0	3	0	0	0	0	0	0	0	0
2757	3	0	2	0	0	0	0	0	0	0	0	0
535	1	0	2	0	0	0	0	0	0	0	0	0
4719	2	7	0	0	0	0	0	0	0	0	0	0
408	2	0	0	0	0	1	0	0	0	0	0	0
3079	1	6	0	0	0	0	0	0	0	0	0	0
1005	0	4	0	0	0	0	0	0	0	0	0	0
1714	2	1	1	0	0	0	0	0	0	0	0	0
108	0	4	0	0	0	0	0	0	0	0	0	0
4333	1	4	0	0	0	0	0	0	0	0	0	0
894	0	0	2	0	0	0	0	0	0	0	0	0
2709	1	1	3	0	0	0	0	0	0	0	0	0
827	5	0	0	0	0	0	0	0	0	0	0	0
5452	1	0	0	1	0	0	0	0	0	0	0	0
4647	1	0	6	0	0	0	0	0	0	0	0	0
1401	0	2	0	0	0	0	0	0	0	0	0	0
4020	3	0	0	4	0	0	0	0	0	0	0	0
1909	2	0	6	0	0	0	0	0	0	0	0	0
4592	0	0	8	0	0	0	0	0	0	0	0	0
4126	2	1	0	0	0	0	0	0	0	0	0	0
11	0	0	2	0	0	0	0	0	0	0	0	0
5367	1	0	2	0	0	0	0	0	0	0	0	0
4273	0	4	0	0	0	0	0	0	0	0	0	0
4446	2	0	0	0	0	0	0	0	0	0	0	0
2271	2	0	0	0	0	0	0	0	0	0	0	0
1903	0	0	0	0	0	2	0	0	0	0	0	0
165	0	2	0	0	0	0	0	0	0	0	0	0
887	2	0	0	0	0	0	0	0	0	0	0	0
3272	3	0	1	0	0	0	0	0	0	0	0	0
5751	1	1	0	0	0	0	0	0	0	0	0	0
972	0	0	0	2	0	0	0	0	0	0	0	0
1074	4	0	6	0	0	0	0	0	0	0	0	0
3632	3	0	1	0	0	0	0	0	0	0	0	0
2713	5	0	0	0	0	0	0	0	0	0	0	0
4288	0	0	5	0	0	0	0	0	0	0	0	0
4877	1	0	3	0	0	0	0	0	0	0	0	0
4894	5	0	0	0	0	0	0	0	0	0	0	0
264	1	1	0	0	0	0	0	0	0	0	0	0
5844	0	1	1	0	0	0	0	0	0	0	0	0
2456	1	0	0	0	0	1	0	0	0	0	0	0
865	1	0	5	0	0	0	0	0	0	0	0	0
3401	3	1	0	0	0	0	0	0	0	0	0	0
403	1	4	0	0	0	0	0	0	0	0	0	0
3892	2	0	0	0	0	0	0	0	0	0	0	0
3043	1	0	0	0	0	1	0	0	0	0	0	0
5176	1	0	2	0	0	0	0	0	0	0	0	0
3880	0	0	2	0	0	0	0	0	0	0	0	0
3997	2	0	0	0	0	0	0	0	0	0	0	0
5102	0	0	2	0	0	0	0	0	0	0	0	0
4907	1	2	0	0	0	0	0	0	0	0	0	0
3813	0	1	1	0	0	1	0	0	0	0	0	0
5129	1	8	0	0	0	0	0	0	0	0	0	0
5784	0	0	2	0	0	0	0	0	0	0	0	0
1007	0	0	2	0	0	0	0	0	0	0	0	0
14	2	0	0	0	0	0	0	0	0	0	0	0
3089	0	7	0	0	0	0	0	0	0	0	0	0
3770	1	0	2	0	0	0	0	0	0	0	0	0
937	2	0	0	0	0	0	0	0	0	0	0	0
4059	0	0	0	3	0	0	1	0	0	0	0	0
1378	0	8	0	0	0	0	0	0	0	0	0	0
4172	1	0	0	1	0	0	0	0	0	0	0	0
1673	3	0	1	0	0	0	0	0	0	0	0	0
3103	2	1	0	0	0	0	0	1	0	0	0	0
4874	0	0	7	0	0	0	0	0	0	0	0	0
944	1	3	0	0	0	0	0	0	0	0	0	0
5754	0	2	0	0	0	0	0	0	0	0	0	0
2700	0	0	3	0	0	0	0	0	0	0	0	0
4181	1	0	0	0	0	1	0	0	0	0	0	0
4852	2	1	0	0	0	0	0	0	0	0	0	0
1480	1	1	0	0	0	0	0	0	0	0	0	0
5261	2	0	0	0	0	0	0	0	0	0	0	0
3177	2	0	0	0	0	0	0	0	0	0	0	0
3441	0	3	0	0	0	0	0	0	0	0	0	0
4810	2	0	0	0	0	1	0	0	0	0	0	0
4633	2	0	0	0	0	0	0	0	0	0	0	0
1526	0	0	2	0	0	0	0	0	0	0	0	0
3666	1	1	0	0	0	0	0	0	0	0	0	0
1161	1	1	0	0	0	0	0	0	0	0	0	0
566	0	0	2	0	0	0	0	0	0	0	0	0
3831	2	0	0	0	0	0	0	0	0	0	0	0
402	4	0	0	0	0	0	0	0	0	0	0	0
1949	8	0	1	0	0	0	0	0	0	0	0	0
1002	0	0	4	0	0	0	0	0	0	0	0	0
2527	0	0	2	0	0	0	0	0	0	0	0	0
1655	1	0	2	0	0	0	0	0	0	0	0	0
3845	2	0	0	0	0	0	0	0	0	0	0	0
1328	4	0	0	0	0	0	0	0	0	0	0	0
5416	0	0	2	0	0	0	0	0	0	0	0	0
5431	2	0	0	0	0	0	0	0	0	0	0	0
2827	2	0	0	0	0	0	0	0	0	0	0	0
4529	2	0	0	0	0	0	0	0	0	0	0	0
4657	3	0	0	0	0	0	0	0	0	0	0	0
885	0	5	0	0	0	0	0	0	0	0	0	0
4232	0	1	0	2	0	0	0	0	0	0	0	0
3685	0	0	0	3	0	0	0	0	0	0	0	0
4764	0	6	0	0	0	0	0	0	0	0	0	0
2339	0	0	2	0	0	0	0	0	0	0	0	0
4236	1	1	5	0	0	0	0	0	0	0	0	0
657	0	1	1	0	0	0	0	0	0	0	0	0
5442	2	0	0	0	0	0	0	0	0	0	0	2
5628	2	0	0	0	0	0	0	0	0	0	0	0
2919	2	0	5	0	0	0	0	0	0	0	0	0
3072	2	0	0	0	0	0	0	0	0	0	0	0
3784	0	5	0	0	0	0	0	0	0	0	0	0
4221	0	2	0	0	0	0	0	0	0	0	0	0
2283	2	0	0	0	0	0	0	0	0	0	0	0
1324	0	2	0	0	0	0	0	0	0	0	0	0
3471	3	0	0	0	0	0	0	0	0	0	0	0
5564	2	0	0	0	0	0	0	0	0	0	0	0
4006	1	1	0	0	0	0	0	0	0	0	0	0
2667	0	2	0	0	0	0	0	0	0	0	0	0
1717	3	0	0	0	0	0	0	0	0	0	0	0
2935	0	2	0	0	0	0	0	0	0	0	0	0
173	2	0	0	0	0	0	0	0	0	0	0	0
176	6	0	0	0	0	0	0	0	0	0	0	0
4414	3	0	2	0	0	0	0	0	0	0	0	0
1776	0	3	0	0	0	0	0	0	0	0	0	0
3101	3	0	0	0	0	0	0	0	0	0	0	0
5813	2	0	0	0	0	0	0	0	0	0	0	0
2787	2	0	0	0	0	0	0	0	0	0	0	0
5852	0	3	0	0	0	0	0	0	0	0	0	0
4664	1	2	0	0	0	0	0	0	0	0	0	0
71	1	2	0	0	0	0	0	0	0	0	0	0
1977	0	4	0	0	0	0	0	0	0	0	0	0
2762	0	0	2	0	0	0	0	0	0	0	0	0
2795	0	0	2	0	0	0	0	0	0	0	0	0
2576	2	0	0	0	0	0	0	0	0	0	0	0
563	0	0	2	0	0	0	0	0	0	0	0	0
499	2	0	0	0	0	0	0	0	0	0	0	0
1848	1	0	0	2	0	0	0	0	0	0	0	0
4839	4	0	1	0	0	0	0	0	0	0	0	0
983	2	0	0	0	0	0	0	0	0	0	0	0
5463	0	3	0	0	0	0	0	0	0	0	0	0
5656	0	2	0	0	0	0	0	0	0	0	0	0
2049	2	0	0	0	0	0	0	0	0	0	0	0
919	0	0	3	0	0	0	0	0	0	0	0	0
260	1	2	0	0	0	0	0	0	0	0	0	0
1639	0	4	0	0	0	0	0	0	0	0	0	0
3159	2	0	0	0	0	0	0	0	0	0	0	0
914	0	3	0	0	0	0	0	0	0	0	0	0
5160	2	0	1	0	0	0	0	0	0	0	0	0
3121	0	2	0	0	0	0	0	0	0	0	0	0
5443	0	0	0	2	0	0	0	0	0	0	0	0
464	4	0	0	0	0	0	2	0	0	0	0	0
1087	1	0	0	4	1	0	0	0	0	0	0	0
5484	0	3	0	0	0	0	0	0	0	0	0	0
1006	3	0	0	0	0	0	0	0	0	0	0	0
4806	0	3	0	0	0	0	0	0	0	0	0	0
793	0	0	2	0	0	0	0	0	0	0	0	0
2365	0	3	0	0	0	0	0	0	0	0	0	0
3739	2	0	0	0	0	3	0	0	0	0	0	0
5238	3	0	0	0	0	0	0	0	0	0	0	0
1593	2	0	0	0	0	0	0	0	0	0	0	0
3674	2	0	2	0	0	0	0	0	0	0	0	0
1435	2	0	0	0	0	0	0	0	0	0	0	0
1896	1	0	0	0	0	1	0	0	0	0	0	0
186	0	3	0	0	0	0	0	0	0	0	0	0
4361	2	0	0	0	0	0	0	0	0	0	0	0
5468	0	0	2	0	0	0	0	0	0	0	0	0
3513	2	0	1	0	0	0	0	0	0	0	0	0
3500	2	2	0	0	0	0	0	0	0	0	0	0
465	2	0	0	0	0	0	0	0	0	0	0	0
2924	2	0	0	0	0	1	0	0	0	0	0	0
431	1	0	6	0	0	0	0	0	0	0	0	0
5376	1	3	0	0	0	0	0	0	0	0	0	0
4235	2	0	0	0	0	0	0	0	0	0	0	0
555	0	0	0	3	0	0	0	0	0	0	0	0
5681	0	2	0	0	0	0	0	0	0	0	0	0
468	0	0	0	3	0	0	0	0	0	0	0	0
2603	0	2	0	0	0	0	0	0	0	0	0	0
4864	0	0	0	3	0	0	0	0	0	0	0	0
1616	0	0	4	0	0	0	0	0	0	0	0	0
5520	2	0	0	0	0	0	0	0	0	0	0	0
2390	4	1	0	0	0	0	0	0	0	0	0	0
1121	3	0	0	0	0	0	0	0	0	0	0	0
2267	0	0	5	0	0	0	0	0	0	0	0	0
2086	2	0	0	0	0	0	0	0	0	0	0	0
4600	1	0	1	0	0	0	0	0	0	0	0	0
5157	1	4	0	0	0	0	0	0	0	0	0	0
209	0	3	0	0	0	0	0	0	0	0	0	0
3236	0	0	2	0	0	0	0	0	0	0	0	0
2156	3	0	2	0	0	0	0	0	0	0	0	0
3706	2	0	0	0	0	0	0	0	0	0	0	0
1726	1	0	1	0	0	0	0	0	0	0	0	0
524	2	0	2	0	0	0	0	0	0	0	0	0
3260	1	0	2	0	0	0	0	0	0	0	0	0
4345	0	0	2	0	0	0	0	0	0	0	0	0
3615	2	0	0	0	0	0	0	0	0	0	0	0
434	1	4	0	0	0	0	0	0	0	0	0	0
5377	0	2	0	0	0	0	0	0	0	0	0	0
2882	2	0	0	0	0	0	0	0	0	0	0	0
3360	0	2	0	0	0	0	0	0	0	0	0	0
144	2	0	0	0	0	0	0	0	0	0	0	0
1481	1	3	0	0	0	0	0	0	0	0	0	0
4179	1	0	0	2	0	0	0	0	0	0	0	0
2666	2	0	0	0	0	0	0	0	0	0	0	0
4260	0	0	0	4	0	0	0	0	0	0	0	0
4103	2	0	0	0	0	0	0	0	0	0	0	0
3042	0	3	0	0	0	0	0	0	0	0	0	0
5298	2	1	0	0	0	0	0	0	0	0	0	0
1485	0	0	3	0	0	0	0	0	0	0	0	0
4660	5	0	0	0	0	0	0	0	0	0	0	0
3848	0	2	0	0	0	0	0	0	0	0	0	0
518	1	0	2	0	0	0	0	0	0	0	0	0
4838	1	1	0	0	0	0	0	0	0	0	0	0
257	0	0	2	0	0	0	0	0	0	0	0	0
4513	1	4	1	0	0	0	0	0	0	0	0	0
4392	1	0	3	0	0	0	0	0	0	0	0	0
2844	0	0	2	0	0	0	0	0	0	0	0	0
1160	0	3	0	0	0	0	0	0	0	0	0	0
4423	2	0	0	0	0	0	0	0	0	0	0	0
5757	0	2	0	0	0	0	0	0	0	0	0	0
637	3	0	0	0	0	0	0	0	0	0	0	0
4252	3	0	0	0	0	0	0	0	0	0	0	0
1895	2	0	0	0	0	0	0	0	0	0	0	0
2425	3	0	0	0	0	0	0	0	0	0	0	0
5798	2	1	0	0	0	0	0	0	0	0	0	0
4454	3	0	0	0	0	0	0	0	0	0	0	0
3099	1	0	1	0	0	0	0	0	0	0	0	0
2169	2	0	0	0	0	0	0	0	0	0	0	0
5428	3	0	0	0	0	0	0	0	0	0	0	0
1879	1	0	3	0	0	0	0	0	0	0	0	0
4324	0	0	2	0	0	0	0	0	0	0	0	0
4292	1	1	0	0	0	0	0	0	0	0	0	0
1408	1	0	1	0	0	0	0	0	0	0	0	0
5389	0	0	2	0	0	0	0	0	0	0	0	0
4534	0	0	3	0	0	0	0	0	0	0	0	0
1842	1	0	0	0	0	1	0	0	0	0	0	0
2770	2	0	0	0	0	0	0	0	0	0	0	0
4078	0	2	0	0	0	0	0	0	0	0	0	0
2731	2	0	0	0	0	0	0	0	0	0	0	0
1307	2	0	0	0	0	0	0	0	0	0	0	0
3517	1	0	0	0	0	0	4	0	0	0	0	0
4024	1	2	0	0	0	0	0	0	0	0	0	0
4824	0	0	0	2	0	0	0	0	0	0	0	0
696	0	0	0	0	0	0	0	0	0	0	0	2
3276	1	0	2	0	0	0	0	0	0	0	0	0
3414	1	0	3	0	0	0	0	0	0	0	0	0
3397	3	0	0	0	0	0	0	0	0	0	0	0
3317	2	0	0	1	0	0	0	0	0	0	0	0
3158	1	0	2	0	0	0	0	0	0	0	0	0
2628	0	0	0	2	0	0	0	0	0	0	0	0
1630	1	0	3	0	0	0	0	0	0	0	0	0
5504	1	0	1	0	0	0	0	0	0	0	0	0
1126	2	0	0	0	0	0	0	0	0	0	0	0
1072	3	0	0	0	0	0	0	0	0	0	0	0
4816	3	0	0	0	0	0	0	0	0	0	0	0
2163	3	0	0	0	0	0	0	0	0	0	0	0
5009	0	0	2	0	0	0	0	0	0	0	0	0
253	0	0	2	0	0	0	0	0	0	0	0	0
5370	0	2	0	0	0	0	0	0	0	0	0	0
2559	0	2	0	0	0	0	0	0	0	0	0	0
4519	0	0	2	0	0	0	0	0	0	0	0	0
3018	2	0	0	0	0	0	0	0	0	0	0	0
2536	2	0	3	0	0	0	0	0	0	0	0	0
1109	3	1	0	0	0	0	0	0	0	0	0	0
4500	2	0	0	0	0	0	0	0	0	0	0	0
3947	2	0	0	0	0	0	0	0	0	0	0	0
484	2	0	0	0	0	0	0	0	0	0	0	0
1927	1	0	1	0	0	0	0	0	0	0	0	0
13	3	4	0	0	0	0	0	0	0	0	0	0
761	2	0	0	0	0	0	0	0	0	0	0	0
2033	1	0	2	0	0	0	0	0	0	0	0	0
2261	2	0	0	0	0	0	0	0	0	0	0	0
577	2	0	1	0	0	0	0	0	0	0	0	0
