undiff	Monocyte	Neutrophil	Baso	Erythroid	Meg	Mast	Lymphoid	Eos	Neu_Mon	Ccr7_DC	pDC
1638	0	2	0	0	0	0	0	0	0	0	0	0
596	2	0	0	0	0	0	0	0	0	0	0	0
3918	5	0	3	0	0	0	0	0	0	0	0	0
3723	1	1	0	0	0	0	0	0	0	0	0	0
4718	1	0	0	0	0	1	0	0	0	0	0	0
4819	2	4	0	0	0	0	0	0	0	0	0	0
4409	4	0	0	0	0	0	0	0	0	0	0	0
5088	1	1	0	0	0	0	0	0	0	0	0	0
5379	1	0	0	0	0	2	0	0	0	0	0	0
5509	0	0	2	0	0	0	0	0	0	0	0	0
3021	2	0	0	0	0	0	0	0	0	0	0	0
5087	4	0	0	0	1	0	0	0	0	0	0	0
5737	0	0	3	0	0	0	0	0	0	0	0	0
816	0	0	2	0	0	0	0	0	0	0	0	0
4627	0	0	2	0	0	0	0	0	0	0	0	0
5314	3	0	0	0	0	0	0	0	0	0	0	0
5653	0	0	0	3	0	0	0	0	0	0	0	0
1567	0	0	0	2	0	0	0	0	0	0	0	0
4319	2	0	0	0	0	0	0	0	0	0	0	0
1550	2	0	0	0	0	0	0	0	0	0	0	0
5440	1	0	3	0	0	0	0	0	0	0	0	0
1211	2	0	0	0	0	0	0	0	0	0	0	0
4255	1	0	1	0	0	0	0	0	0	0	0	0
4745	0	2	0	0	0	0	0	0	0	0	0	0
1245	0	2	0	0	0	0	0	0	0	0	1	0
2060	2	0	0	0	0	0	0	0	0	0	0	0
5365	0	0	3	0	0	0	0	0	0	0	0	0
503	2	0	2	0	0	0	0	0	0	0	0	0
4827	3	0	0	0	0	0	0	0	0	0	0	0
3701	4	0	0	0	0	0	0	0	0	0	0	0
1193	3	0	0	0	0	1	0	0	0	0	0	0
20	0	0	3	0	0	0	0	0	0	0	0	0
3427	0	3	0	0	0	0	0	0	0	0	0	0
467	0	0	3	0	0	0	0	0	0	0	0	0
489	1	2	0	0	0	0	0	0	0	0	0	0
1215	1	0	1	0	0	0	0	0	0	0	0	0
5120	0	0	0	2	0	0	0	0	0	0	0	0
4435	3	0	0	1	0	0	0	0	0	0	0	0
2070	0	2	0	0	0	0	0	0	0	0	0	0
4471	2	0	1	0	0	0	0	0	0	0	0	0
1759	3	0	1	0	0	0	0	0	0	0	0	0
230	0	0	3	0	0	0	0	0	0	0	0	0
2499	1	1	0	0	0	0	0	0	0	0	0	0
3543	1	0	0	0	0	1	0	0	0	0	0	0
5532	2	0	0	0	0	0	0	0	0	0	0	0
2177	1	0	0	2	0	0	0	0	0	0	0	0
1197	3	0	3	0	0	0	0	0	0	0	0	0
710	0	0	0	2	0	0	0	0	0	0	0	0
4878	0	0	2	0	0	0	0	0	0	0	0	0
4752	0	0	2	0	0	0	0	0	0	0	0	0
2739	0	4	0	0	0	0	0	0	0	0	0	0
2968	1	0	1	0	0	0	0	0	0	0	0	0
4220	2	0	0	0	0	0	0	0	0	0	0	0
1108	0	0	0	2	0	0	0	0	0	0	0	0
1177	2	0	0	0	0	0	0	0	0	0	0	0
2165	2	0	2	0	0	0	0	0	0	0	0	0
4790	0	0	0	2	0	0	0	0	0	0	0	0
3820	1	1	0	0	0	0	0	0	0	0	0	0
133	1	0	0	1	0	0	0	0	0	0	0	0
2034	0	2	0	0	0	0	0	0	0	0	0	0
3267	2	0	0	0	0	0	0	0	0	0	0	0
4887	0	0	0	3	0	0	0	0	0	0	0	0
4167	0	2	0	0	0	0	0	0	0	0	0	0
3405	2	0	0	0	0	0	0	0	0	0	0	0
3796	1	2	0	0	0	0	0	0	0	0	0	0
1078	3	0	0	0	0	0	0	0	0	0	0	0
1819	2	0	0	0	0	0	0	1	0	0	0	0
1465	2	0	0	0	0	1	0	0	0	0	0	0
5530	0	2	0	0	0	0	0	0	0	0	0	0
592	1	0	0	0	0	1	0	0	0	0	0	0
4213	3	0	0	0	0	0	0	0	0	0	0	0
5432	1	0	1	0	0	0	0	0	0	0	0	0
2216	1	0	4	0	0	0	0	0	0	0	0	0
1382	0	0	2	0	0	0	0	0	0	0	0	0
1650	1	0	0	0	0	1	0	0	0	0	0	0
4909	1	1	0	0	0	0	0	0	0	0	0	0
3740	0	0	2	0	0	0	0	0	0	0	0	0
5449	3	0	0	0	0	0	0	0	0	0	0	0
3726	1	0	0	0	1	2	0	0	0	0	0	0
5511	0	0	2	0	0	0	0	0	0	0	0	0
420	1	0	0	1	0	0	0	0	0	0	0	0
792	1	0	1	0	0	0	0	0	0	0	0	0
3371	0	0	3	0	0	0	0	0	0	0	0	0
2531	1	0	4	0	0	0	0	0	0	0	0	0
1773	0	4	0	0	0	0	0	0	0	0	0	0
1993	1	0	2	0	0	0	0	0	0	0	0	0
5660	2	0	0	0	0	0	0	0	0	0	0	0
3680	2	0	0	0	0	0	0	0	0	0	0	0
873	2	0	0	0	0	0	0	0	0	0	0	0
5286	2	0	0	0	0	0	0	0	0	0	0	0
970	0	0	0	0	0	2	0	0	0	0	0	0
1680	2	0	0	0	0	0	0	0	0	0	0	0
4980	2	0	0	0	0	0	0	0	0	0	0	0
274	3	0	0	0	0	0	0	0	0	0	0	0
1867	2	0	0	0	0	0	0	0	0	0	0	0
5132	0	2	0	0	0	0	0	0	0	0	1	0
5212	0	3	0	0	0	0	0	0	0	0	0	0
4896	1	1	0	0	0	0	0	0	0	0	0	0
3751	0	3	0	0	0	0	0	0	0	0	0	0
3825	3	0	0	0	0	0	0	0	0	0	0	0
3233	2	0	2	0	0	0	0	0	0	0	0	0
5363	1	1	0	0	0	0	0	0	0	0	0	0
4280	0	2	0	0	0	0	0	0	0	0	0	0
1265	0	0	3	0	0	0	0	0	0	0	0	0
5139	3	1	0	0	0	0	0	0	0	0	0	0
4294	2	0	0	0	0	0	0	0	0	0	0	0
3312	0	0	2	0	0	0	1	0	0	0	0	0
2479	1	0	1	0	0	0	0	0	0	0	0	0
2459	1	0	0	0	0	1	0	0	0	0	0	0
4022	2	0	0	0	0	0	0	0	0	0	0	0
1295	1	0	1	0	0	0	0	0	0	0	0	0
3202	0	2	0	0	0	0	0	0	0	0	0	0
2951	3	0	0	0	0	0	0	0	0	0	0	0
476	0	2	0	0	0	0	0	0	0	0	0	0
964	0	0	0	0	2	0	0	0	0	0	0	0
2104	0	2	0	0	0	0	0	0	0	0	0	0
26	2	0	0	0	0	0	0	0	0	0	0	0
691	0	0	2	0	0	0	0	0	0	0	0	0
1093	2	3	2	0	0	0	0	0	0	0	0	0
5356	1	0	0	4	0	0	0	0	0	0	0	0
318	1	1	0	0	0	0	0	0	0	0	0	0
5297	1	0	2	0	0	0	0	0	0	0	0	0
5497	0	2	0	0	0	0	0	0	0	0	0	0
1558	2	0	0	0	0	0	0	0	0	0	0	0
4481	2	0	0	0	0	0	0	0	0	0	0	0
4871	0	0	2	0	0	0	0	0	0	0	0	0
2025	2	0	0	0	0	0	0	0	0	0	0	0
3105	2	0	0	0	0	0	0	0	0	0	0	0
1816	0	2	0	0	0	0	0	0	0	0	0	0
1959	0	2	0	0	0	0	0	0	0	0	0	0
5108	0	3	0	0	0	0	0	0	0	0	0	0
3533	0	0	2	0	0	0	0	0	0	0	0	0
5040	3	0	2	0	0	0	0	0	0	0	0	0
2214	0	2	0	0	0	0	0	0	0	0	0	0
1316	1	1	0	0	0	0	0	0	0	0	0	0
817	1	2	0	0	0	0	0	0	0	0	0	0
4842	0	0	0	4	0	0	0	0	0	0	0	0
5419	1	0	5	0	0	0	0	0	0	0	0	0
4706	1	0	3	0	0	0	0	0	0	0	0	0
1159	2	1	2	0	0	0	0	0	0	0	0	0
594	2	0	0	0	0	0	0	0	0	0	0	0
2971	2	0	0	0	0	0	0	0	0	0	0	0
548	2	1	2	0	0	0	0	0	0	0	0	0
3187	0	0	2	0	0	0	0	0	0	0	0	0
805	2	0	0	0	0	0	0	0	0	0	0	0
2701	1	0	0	1	0	0	0	0	0	0	0	0
3660	2	0	0	0	0	1	0	0	0	0	0	0
3426	1	0	0	2	0	0	0	0	0	0	0	0
5744	2	0	7	0	0	0	0	0	0	0	0	0
5406	2	0	0	0	0	0	0	0	0	0	0	0
2557	2	0	0	0	0	0	0	0	0	0	0	0
668	5	4	0	0	0	0	0	0	0	0	0	0
2885	0	0	0	0	0	2	0	0	0	0	0	0
4950	1	0	1	0	0	0	0	0	0	0	0	0
2147	1	0	1	0	0	0	0	0	0	0	0	0
4601	1	0	1	0	0	0	0	0	0	0	0	0
1175	3	0	0	0	0	0	0	0	0	0	0	0
4462	1	0	2	0	0	0	0	0	0	0	0	0
4564	0	0	3	0	0	0	0	0	0	0	0	0
868	1	0	0	0	1	0	0	0	0	0	0	0
3056	2	0	0	0	0	0	0	0	0	0	0	0
76	3	0	0	0	0	0	0	0	0	0	0	0
5011	2	0	0	0	0	0	0	0	0	0	0	0
5037	0	2	0	0	0	0	0	0	0	0	0	0
4606	1	0	1	0	0	0	0	0	0	0	0	0
2841	0	2	0	0	0	0	0	0	0	0	0	0
472	2	0	0	0	0	0	0	0	0	0	0	0
19	0	0	2	0	0	0	0	0	0	0	0	0
1032	2	0	0	0	0	0	0	0	0	0	0	0
598	2	0	2	0	0	0	0	0	0	0	0	0
3008	1	0	0	0	0	1	0	0	0	0	0	0
4136	2	0	0	0	0	0	0	0	0	0	0	0
4755	2	0	0	0	0	0	0	0	0	0	0	0
3393	0	0	0	4	0	0	0	0	0	0	0	0
2965	1	0	1	0	0	0	0	0	0	0	0	0
3246	2	0	0	0	0	0	0	0	0	0	0	0
280	0	2	0	0	0	0	0	0	0	0	0	0
1194	2	0	0	0	0	0	0	0	0	0	0	0
3163	1	0	1	0	0	0	0	0	0	0	0	0
5407	1	0	1	0	0	0	0	0	0	0	0	0
625	1	0	5	0	0	0	0	0	0	0	0	0
602	1	0	0	0	0	0	0	0	0	0	0	0
2727	1	0	2	0	0	0	0	0	0	0	0	0
5324	2	0	0	0	0	0	0	0	0	0	0	0
1494	0	2	0	0	0	0	0	0	0	0	0	0
5438	1	0	2	0	0	0	0	0	0	0	0	0
5312	1	0	0	0	0	1	0	0	0	0	0	0
571	2	1	0	0	0	0	0	0	0	0	0	0
1647	1	1	0	0	0	0	0	0	0	0	0	0
1412	1	0	0	0	0	2	0	0	0	0	0	0
2447	1	2	0	0	0	0	0	0	0	0	0	0
3308	0	0	2	0	0	0	0	0	0	0	0	0
2663	1	0	0	2	0	0	0	0	0	0	0	0
2993	2	0	2	0	0	0	0	0	0	0	0	0
647	1	5	0	0	0	0	0	0	0	0	0	0
5729	2	0	0	0	0	0	0	0	0	0	0	0
3112	2	0	0	0	0	0	0	0	0	0	0	0
425	0	0	0	2	0	0	0	0	0	0	0	0
4632	0	0	2	0	0	0	0	0	0	0	0	0
4792	0	0	0	0	2	0	0	0	0	0	0	0
326	1	3	0	0	0	0	0	0	0	0	0	0
5344	0	0	0	2	0	0	0	0	0	0	0	0
4378	0	0	2	0	0	0	0	0	0	0	0	0
1787	1	0	1	0	0	0	0	0	0	0	0	0
2285	0	0	0	0	0	2	0	0	0	0	0	0
1313	0	0	0	0	0	2	0	0	0	0	0	0
975	0	0	2	0	0	0	0	0	0	0	0	0
473	0	0	2	0	0	0	0	0	0	0	0	0
4120	0	0	2	0	0	0	0	0	0	0	0	0
2528	0	0	0	2	0	0	0	0	0	0	0	0
5632	0	0	3	0	0	0	0	0	0	0	0	0
2167	0	0	2	0	0	0	0	0	0	0	0	0
4769	0	0	2	0	0	0	0	0	0	0	0	0
852	0	0	2	0	0	0	0	0	0	0	0	0
3950	0	0	2	0	0	0	0	0	0	0	0	0
5698	1	0	0	0	1	0	0	0	0	0	0	0
1269	0	0	2	0	0	0	0	0	0	0	0	0
2837	0	0	3	0	0	0	0	0	0	0	0	0
2348	0	1	1	0	0	0	0	0	0	0	0	0
818	0	0	0	0	0	2	0	0	0	0	0	0
2475	0	0	0	2	0	0	0	0	0	0	0	0
3229	1	0	2	0	0	0	0	0	0	0	0	0
3355	0	0	2	0	0	0	0	0	0	0	0	0
4139	0	0	2	0	0	0	0	0	0	0	0	0
5582	1	0	0	0	0	1	0	0	0	0	0	0
1955	1	3	0	0	0	0	0	0	0	0	0	0
4930	0	0	2	0	0	0	0	0	0	0	0	0
5812	0	3	0	0	0	0	0	0	0	0	0	0
2121	5	4	0	0	0	0	0	0	0	0	0	0
4717	4	0	0	0	0	0	0	0	0	0	0	0
2588	0	0	0	2	0	0	0	0	0	0	0	0
2028	0	0	0	0	0	3	0	0	0	0	0	0
4703	0	0	3	0	0	0	0	0	0	0	0	0
1402	0	0	0	0	0	2	0	0	0	0	0	0
846	0	0	5	0	0	0	0	0	0	0	0	0
1042	1	0	1	0	0	0	0	0	0	0	0	0
3461	0	0	0	0	0	0	4	0	0	0	0	0
731	0	0	0	2	0	0	0	0	0	0	0	0
5224	0	0	0	0	0	0	3	0	0	0	0	0
2608	0	2	0	0	0	0	0	0	0	0	0	0
1386	0	0	0	3	0	0	0	0	0	0	0	0
3577	1	9	0	0	0	0	0	0	0	0	0	0
461	0	0	2	0	0	0	0	0	0	0	0	0
175	0	0	0	0	0	2	0	0	0	0	0	0
2698	3	0	0	0	0	0	0	0	0	0	0	0
808	0	0	0	4	0	0	0	0	0	0	0	0
5239	0	0	2	0	0	0	0	0	0	0	0	0
164	0	0	2	0	0	0	0	0	0	0	0	0
1724	1	0	0	0	1	0	0	0	0	0	0	0
2637	0	4	0	0	0	0	0	0	0	0	0	0
4977	1	0	1	0	0	0	0	0	0	0	0	0
58	0	0	0	3	0	0	0	0	0	0	0	0
2866	0	0	3	0	0	0	0	0	0	0	0	0
796	1	0	0	0	0	1	0	0	0	0	0	0
2182	0	0	2	0	0	0	0	0	0	0	0	0
1760	0	0	0	4	0	0	0	0	0	0	0	0
2823	2	0	0	0	1	0	0	0	0	0	0	0
4028	0	5	0	0	0	0	0	0	0	0	0	0
1372	0	0	0	2	0	0	0	0	0	0	0	0
3406	0	2	0	0	0	0	0	0	0	0	0	0
4844	0	0	0	0	0	0	2	0	0	0	0	0
2578	0	0	0	0	0	0	5	0	0	0	0	0
5082	0	0	2	0	0	0	0	0	0	0	0	0
3755	0	0	2	0	0	0	0	0	0	0	0	0
3917	1	0	0	1	0	0	0	0	0	0	0	0
4741	2	0	0	0	0	0	0	0	0	0	0	0
353	0	0	0	3	0	0	0	0	0	0	0	0
1961	0	0	0	3	0	0	0	0	0	0	0	0
3422	0	1	0	0	0	0	0	0	0	0	1	0
3614	0	0	2	0	0	0	0	0	0	0	0	0
3321	0	0	0	0	0	0	3	0	0	0	0	0
3821	2	0	0	0	0	0	0	0	0	0	0	0
48	0	0	3	0	0	0	0	0	0	0	0	0
1263	0	2	0	0	0	0	0	0	0	0	0	0
4780	2	0	0	0	0	0	1	0	0	0	0	0
4071	0	0	2	0	0	0	0	0	0	0	0	0
4218	0	2	0	0	0	0	0	0	0	0	0	0
640	0	0	0	2	0	0	0	0	0	0	0	0
3677	1	0	1	0	0	0	0	0	0	0	0	0
2789	0	0	2	0	0	0	0	0	0	0	0	0
4363	1	1	0	0	0	0	0	0	0	0	0	0
968	0	0	0	0	0	2	0	0	1	0	0	0
2131	1	0	6	2	3	11	0	0	0	0	0	0
5302	19	0	0	13	0	0	40	0	0	0	0	0
5678	0	0	0	0	0	14	0	0	0	0	0	0
1325	5	0	0	51	0	1	38	0	0	0	0	0
1840	0	1	1	13	0	0	0	0	1	0	0	0
2834	21	17	19	0	0	0	0	0	0	1	0	0
784	9	32	26	0	0	0	0	0	1	7	0	0
2417	0	0	0	40	0	0	0	0	1	0	0	0
697	1	0	0	5	0	0	0	0	0	0	0	0
1930	0	0	31	0	0	0	0	0	0	0	0	0
5842	27	0	0	0	0	15	0	0	0	0	0	0
1188	0	0	0	12	0	0	0	0	0	0	0	0
1180	0	0	0	48	0	0	0	0	0	0	0	0
2256	2	0	0	31	0	1	78	0	0	0	0	0
4730	2	52	2	0	0	0	0	0	0	2	0	0
5281	0	1	0	29	0	0	1	0	0	0	0	0
2580	7	0	47	0	0	0	0	0	0	0	0	0
3932	5	0	0	3	0	0	38	0	0	0	0	0
3851	59	0	0	19	0	5	2	0	0	0	0	0
3869	8	19	55	0	0	0	2	0	0	3	0	0
2245	0	0	2	0	0	0	0	0	0	0	0	0
346	10	0	12	14	0	0	0	0	10	0	0	0
1712	26	0	0	0	12	16	0	0	1	0	0	0
3646	13	0	70	0	0	0	0	0	0	0	0	0
5209	8	37	74	0	1	1	0	0	0	5	0	0
4608	0	0	0	66	0	0	0	0	0	0	0	0
398	15	0	1	0	0	12	0	0	0	0	0	0
4833	61	0	0	0	0	16	0	0	0	0	0	0
3790	19	0	0	0	0	13	0	0	0	0	0	0
3763	4	0	0	2	1	0	0	0	0	0	0	0
3269	1	0	0	18	0	0	33	0	0	0	0	0
3925	3	0	0	74	0	0	0	0	1	0	0	0
3592	0	0	0	49	0	0	1	0	1	0	0	0
332	0	0	0	4	0	0	0	0	0	0	0	0
5553	1	0	19	0	0	0	0	0	0	0	0	0
510	1	0	43	0	0	0	0	0	0	0	0	0
1983	1	0	0	27	0	0	0	0	0	0	0	0
2353	0	0	0	0	0	2	0	0	0	0	0	0
5717	5	0	0	0	1	0	33	0	0	0	0	0
3265	18	0	0	0	4	8	0	0	0	0	0	0
3682	1	0	0	60	0	1	0	0	2	0	0	0
1004	2	0	18	0	0	0	0	0	0	0	0	0
102	3	0	0	0	2	0	0	0	0	0	0	0
3345	16	20	85	0	0	0	1	0	0	1	0	0
2673	19	46	38	0	0	0	0	0	0	3	0	0
4635	0	0	17	0	0	0	0	0	0	0	0	0
3585	3	0	0	64	0	0	9	0	1	0	0	0
675	0	0	41	0	0	0	0	0	0	0	0	0
755	5	1	0	5	0	0	56	0	0	0	0	0
3394	9	0	0	0	0	4	0	0	0	0	0	0
3671	35	1	0	0	6	14	2	0	0	0	0	0
5295	1	0	0	36	0	0	0	0	0	0	0	0
965	0	0	20	0	0	0	0	0	0	0	0	0
2381	0	0	51	0	0	0	0	0	0	0	0	0
3972	1	0	0	21	0	0	0	0	0	0	0	0
2190	6	0	46	0	0	1	1	0	0	0	0	0
4101	1	0	0	0	0	21	0	0	0	0	0	0
2761	0	0	0	7	0	0	0	0	0	0	0	0
292	20	90	16	0	0	0	1	0	0	6	1	0
5703	8	0	0	0	0	29	0	0	0	0	0	0
3188	0	0	0	22	0	0	0	0	0	0	0	0
1691	2	0	34	0	0	0	0	0	0	0	0	0
4818	0	0	0	14	12	0	8	0	0	0	0	0
2501	3	1	11	40	0	1	0	0	0	0	0	0
3250	26	0	0	1	19	44	0	0	0	0	0	0
4812	4	0	0	0	7	0	0	0	0	0	0	0
3904	2	3	0	19	0	0	0	0	0	0	0	0
4042	1	0	0	35	0	0	0	0	0	0	0	0
3840	18	24	44	0	0	0	0	0	0	0	0	0
3301	4	2	40	0	0	0	0	0	0	0	0	0
1978	6	8	44	0	0	0	0	0	0	0	0	0
4758	5	0	59	21	0	0	1	0	11	0	0	0
2539	5	0	26	64	0	0	0	0	4	0	0	0
2255	1	0	0	18	0	1	0	0	0	0	0	0
1843	4	1	49	61	0	0	1	0	1	0	0	0
104	1	0	2	0	0	0	0	0	0	1	0	0
509	8	0	0	0	0	5	0	0	0	0	0	0
2287	0	1	0	29	0	0	0	0	0	0	0	0
4419	1	0	0	22	0	0	1	0	1	0	0	0
4968	11	27	18	0	0	0	0	0	0	2	0	0
4310	0	0	0	0	0	0	0	0	0	0	2	0
5375	21	0	0	0	4	21	0	0	0	0	0	0
4304	4	5	3	0	0	0	0	0	0	4	0	0
5715	0	0	0	17	0	0	0	0	0	0	0	0
1212	2	0	26	0	0	0	1	0	0	0	0	0
5724	4	0	0	0	0	3	0	0	0	0	0	0
2901	0	2	0	0	0	0	0	0	0	0	0	0
5236	28	0	0	5	7	22	6	0	0	0	0	0
1261	18	33	121	1	0	0	0	0	0	3	0	0
2091	2	0	12	2	0	0	0	0	10	0	0	0
5178	0	0	0	0	0	11	0	0	0	0	0	0
5795	8	0	0	0	0	9	0	0	0	0	0	0
5150	0	0	0	25	0	1	82	0	0	0	0	0
2015	4	4	72	0	0	1	0	0	0	0	0	0
3093	3	0	0	48	0	0	0	0	1	0	0	0
1518	1	0	0	3	0	0	62	0	0	0	0	0
5348	0	0	0	4	0	0	0	0	0	0	0	0
5714	7	0	0	133	0	0	1	0	0	0	1	0
4904	5	0	0	50	0	0	0	0	1	0	0	0
3522	5	8	33	0	0	0	0	0	0	1	0	0
4149	0	1	2	0	0	0	0	0	0	0	0	0
3032	1	0	0	1	0	0	0	0	0	0	0	0
4948	5	35	6	0	0	0	0	0	0	0	0	0
82	1	0	9	0	0	0	0	0	0	0	0	0
2818	0	0	0	0	1	5	0	0	0	0	0	0
4683	10	0	0	0	22	3	2	0	0	0	0	0
1099	3	0	53	0	0	0	0	0	0	0	0	0
2322	3	0	0	0	0	0	0	0	0	0	0	5
2607	5	0	0	0	1	18	0	0	0	0	0	0
5283	1	0	0	0	0	3	1	0	0	0	0	0
325	0	0	0	1	0	0	40	0	0	0	0	0
5198	0	0	0	19	0	0	0	0	1	0	0	0
2423	4	0	12	0	0	0	0	0	0	1	0	0
1839	2	0	8	0	0	0	0	0	0	0	0	0
4401	0	0	0	4	0	0	0	0	0	0	0	0
4870	21	0	0	0	4	10	0	0	0	0	0	0
4573	1	0	4	0	0	0	0	0	0	1	0	0
4879	1	0	16	0	0	0	0	0	0	0	0	0
3631	2	14	10	0	0	0	1	0	0	0	0	0
2768	0	0	0	33	0	0	1	0	2	0	0	0
5137	0	2	42	0	0	0	0	0	0	0	0	0
4381	6	7	21	0	0	0	0	0	0	5	0	0
5024	2	1	0	33	0	0	0	0	0	0	0	0
5621	1	5	0	0	0	0	0	0	0	0	0	0
3902	1	0	0	29	0	0	0	0	0	0	0	0
760	0	0	0	3	0	0	0	0	0	0	0	0
1158	1	0	0	9	0	0	0	0	1	0	0	0
766	5	26	50	0	0	0	0	0	0	0	0	0
2994	12	0	0	0	6	11	0	0	0	0	0	0
1258	0	0	0	7	0	0	18	0	0	0	0	0
1455	0	0	0	0	0	3	0	0	0	0	0	0
570	1	0	0	14	0	0	0	0	0	0	0	0
4949	0	0	0	10	0	0	0	0	0	0	0	0
1790	0	0	3	0	0	0	0	0	0	3	0	0
5263	4	0	0	3	3	3	1	0	0	0	0	0
1589	0	0	0	8	0	0	1	0	2	0	0	0
3804	13	23	42	0	0	0	0	0	0	2	0	0
2189	2	1	56	1	0	0	0	0	0	0	0	0
2722	0	0	0	28	0	0	0	0	0	0	0	0
2457	0	0	0	12	0	0	0	0	0	0	0	0
3966	12	0	0	3	19	0	5	0	0	0	0	0
1266	0	0	27	0	0	0	0	0	0	0	0	0
5796	0	0	0	13	0	0	0	0	0	0	0	0
5845	8	0	0	0	0	16	0	0	0	0	0	0
917	0	19	16	0	0	0	2	0	0	1	0	0
998	23	0	0	0	5	5	0	0	0	0	0	0
5135	5	0	0	1	15	5	0	0	0	0	0	0
5591	4	0	35	0	0	0	0	0	0	0	0	0
2811	1	1	66	0	0	1	0	0	0	0	0	0
1745	0	0	0	0	10	0	0	0	0	0	0	0
5760	1	0	0	0	1	9	0	0	0	0	0	0
352	12	0	0	0	0	5	0	0	0	0	0	0
777	6	0	0	0	11	0	6	0	0	0	0	0
1370	0	0	0	31	0	0	0	0	0	0	0	0
5768	22	0	0	51	0	0	0	0	0	0	0	0
609	1	1	0	17	0	0	0	0	0	0	0	0
233	2	0	0	0	0	3	0	0	0	0	0	0
982	0	0	1	47	0	1	0	0	0	0	0	0
2632	3	0	0	25	0	0	0	0	1	0	0	0
516	0	0	0	15	0	0	0	0	0	0	0	0
56	3	2	13	0	0	0	0	0	0	0	0	0
1555	2	32	0	0	0	0	0	0	0	0	0	0
1749	14	0	0	0	2	0	1	0	0	0	0	0
2930	5	0	0	0	0	0	0	0	0	0	0	0
4013	1	0	10	0	0	0	0	0	0	0	0	0
1187	0	0	0	0	0	0	3	0	0	0	0	0
716	1	0	41	0	0	0	0	0	0	1	0	0
2164	4	0	0	21	0	2	1	0	0	0	0	0
3366	2	0	0	0	3	4	0	0	0	0	0	0
3979	0	0	0	20	0	0	0	0	0	0	0	0
5663	0	1	0	41	0	0	0	0	0	0	0	0
1140	0	0	1	51	0	0	0	0	0	0	0	0
2282	0	0	0	36	0	0	0	0	0	0	0	0
2848	6	2	0	0	1	19	0	0	0	0	0	0
1120	0	0	0	18	0	0	0	0	0	0	0	0
3013	0	6	0	0	0	0	0	0	0	0	0	0
4609	0	0	0	17	0	0	1	0	0	0	0	0
3836	0	0	0	0	0	3	0	0	0	0	0	0
5062	8	0	1	0	0	18	0	0	0	0	0	0
5793	17	0	0	0	0	3	0	0	0	0	0	0
4005	7	0	0	0	0	0	0	0	0	0	0	8
3256	0	0	0	12	0	0	0	0	0	0	0	0
739	4	13	14	0	0	0	1	0	0	0	0	0
1476	1	0	14	0	0	0	0	0	0	0	0	0
1768	0	0	0	0	0	3	0	0	0	0	0	0
4723	0	0	0	20	0	0	3	0	0	0	0	0
3489	32	0	0	0	4	33	0	0	0	0	0	0
2660	1	10	0	0	0	0	0	0	0	0	1	0
4739	0	29	0	0	0	0	0	0	0	2	0	0
3324	1	0	28	0	0	0	0	0	0	0	0	0
4334	0	0	0	18	0	0	0	0	0	0	0	0
5156	3	0	0	1	1	0	10	0	1	0	0	0
4861	0	0	2	0	0	0	0	0	0	0	0	0
1	0	0	20	0	0	0	0	0	0	0	0	0
4429	0	0	0	0	0	0	2	0	0	0	0	0
850	0	17	0	0	0	0	0	0	0	0	0	0
301	2	5	31	0	0	0	0	0	0	0	0	0
3883	3	0	0	0	3	4	0	0	0	0	0	0
1070	15	0	0	0	13	0	13	0	1	0	0	0
5433	10	2	0	0	0	0	0	0	0	0	4	0
1484	0	0	18	0	0	0	0	0	0	0	0	0
2110	0	0	11	0	0	1	0	0	0	0	0	0
453	12	0	0	0	0	0	0	0	0	0	0	3
2560	0	1	0	0	0	0	0	0	0	0	0	3
895	0	0	0	0	0	0	6	0	0	0	0	0
1275	0	0	0	0	0	0	16	0	0	0	0	0
5851	0	0	0	0	0	2	0	0	0	0	0	0
4854	10	0	0	6	0	10	0	0	0	0	0	0
5288	0	0	0	20	0	0	0	0	0	0	0	0
5494	0	0	0	0	0	5	0	0	0	0	0	0
4578	0	2	0	0	0	0	0	0	0	0	0	0
4724	1	0	0	30	0	0	0	0	0	0	0	0
4184	2	0	28	0	0	0	0	0	0	0	0	0
2511	0	0	0	0	0	2	0	0	0	0	0	0
1340	0	2	0	19	0	0	1	0	0	0	0	0
5674	2	0	0	11	0	0	0	0	0	0	0	0
1470	1	0	0	0	0	8	0	0	0	0	0	0
5205	1	20	6	0	0	0	0	0	0	1	0	0
5144	0	0	13	0	0	0	0	0	0	0	0	0
3386	0	0	0	2	0	0	0	0	0	0	0	0
3383	2	0	0	50	0	0	16	0	0	0	0	0
285	0	0	30	0	0	0	0	0	0	0	0	0
3778	12	0	0	1	0	20	0	0	0	0	0	0
4023	0	0	0	11	0	0	0	0	0	0	0	0
4306	1	0	0	0	0	4	0	0	0	0	0	0
2294	0	0	10	0	0	0	0	0	0	1	0	0
2877	1	0	7	0	0	0	0	0	0	0	0	0
349	1	0	0	0	0	0	0	0	1	0	0	0
2464	0	0	0	0	0	1	0	0	0	0	0	0
3374	0	0	0	39	0	0	1	0	0	0	0	0
2369	0	8	8	0	0	0	0	0	0	0	0	0
5696	0	0	0	1	0	0	4	0	0	0	0	0
1813	0	0	0	19	0	0	0	0	0	0	0	0
84	1	0	0	44	0	0	0	0	0	0	0	0
5733	0	0	6	0	0	0	0	0	0	0	0	0
4521	3	1	0	0	1	6	0	0	0	0	0	0
4928	0	0	0	18	0	0	0	0	0	0	0	0
